,Unnamed: 0,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original
65,65,1270538953052293_1271476932958495,431918433581020_1270538953052293,1270538953052293_1270793153026873,2017-12-13 11:44:45,0,0,0,0,0,0,0,0,It's not a hit. It's business sense: it's not a charity. Charities take these luxury garments and can make a little money off them.,[],[],hit business sense charity Charities take luxury garments make little money,"['hit', 'business', 'sense', 'charity', 'Charities', 'take', 'luxury', 'garments', 'make', 'little', 'money']","[u'hit', u'busi', u'sens', u'chariti', u'chariti', u'take', u'luxuri', u'garment', u'make', u'littl', u'money']",It's not a hit. It's business sense: it's not a charity. Charities take these luxury garments and can make a little money off them.
66,66,1270538953052293_1272175319555323,431918433581020_1270538953052293,1270538953052293_1270793153026873,2017-12-14 09:15:28,1,1,0,0,0,0,0,0,"How about a rental program, same as for weddings. You pay any damages and if ruined you own it.",[],[],rental program weddings pay damages ruined,"['rental', 'program', 'weddings', 'pay', 'damages', 'ruined']","[u'rental', u'program', u'wed', u'pay', u'damag', u'ruin']","How about a rental program, same as for weddings. You pay any damages and if ruined you own it."
67,67,1270538953052293_1271836076255914,431918433581020_1270538953052293,,2017-12-13 22:58:29,0,0,0,0,0,0,0,0,"I do that with eensive tools lol, use it and return it",[],[],eensive tools lol use return,"['eensive', 'tools', 'lol', 'use', 'return']","[u'eensiv', u'tool', u'lol', u'use', u'return']","I do that with expensive tools lol, use it and return it"
68,68,1270538953052293_1272510742855114,431918433581020_1270538953052293,,2017-12-14 18:58:57,0,0,0,0,0,0,0,0,It's called stealing.,[],[],called stealing,"['called', 'stealing']","[u'call', u'steal']",It's called stealing.
69,69,1266968360076019_1268833276556194,431918433581020_1266968360076019,,2017-12-10 14:00:04,0,0,0,0,0,0,0,0,"do right thing , pensioners RRSP was a fraud, forgive there withdrawl",[],[],right thing pensioners RRSP fraud forgive withdrawl,"['right', 'thing', 'pensioners', 'RRSP', 'fraud', 'forgive', 'withdrawl']","[u'right', u'thing', u'pension', u'rrsp', u'fraud', u'forgiv', u'withdrawl']","do right thing , pensioners RRSP  was a fraud,  forgive there withdrawl"
70,70,1266968360076019_1279387942167394,431918433581020_1266968360076019,,2017-12-22 11:57:54,0,0,0,0,0,0,0,0,I miss you,[],[],miss,['miss'],[u'miss'],I miss you
71,71,1266968360076019_1279388052167383,431918433581020_1266968360076019,,2017-12-22 11:58:04,0,0,0,0,0,0,0,0,[[STICKER]],[],[],STICKER,['STICKER'],[u'sticker'], [[STICKER]]
72,72,1266968360076019_1279388118834043,431918433581020_1266968360076019,,2017-12-22 11:58:11,0,0,0,0,0,0,0,0,[[STICKER]],[],[],STICKER,['STICKER'],[u'sticker'], [[STICKER]]
73,73,1266968360076019_1279388225500699,431918433581020_1266968360076019,,2017-12-22 11:58:18,0,0,0,0,0,0,0,0,[[STICKER]],[],[],STICKER,['STICKER'],[u'sticker'], [[STICKER]]
74,74,1266968360076019_1279388312167357,431918433581020_1266968360076019,,2017-12-22 11:58:24,0,0,0,0,0,0,0,0,[[STICKER]],[],[],STICKER,['STICKER'],[u'sticker'], [[STICKER]]
75,75,1266968360076019_1279388482167340,431918433581020_1266968360076019,,2017-12-22 11:58:38,0,0,0,0,0,0,0,0,[[STICKER]],[],[],STICKER,['STICKER'],[u'sticker'], [[STICKER]]
76,76,1266968360076019_1279388582167330,431918433581020_1266968360076019,,2017-12-22 11:58:47,0,0,0,0,0,0,0,0,[[STICKER]],[],[],STICKER,['STICKER'],[u'sticker'], [[STICKER]]
77,77,1266968360076019_1279388665500655,431918433581020_1266968360076019,,2017-12-22 11:58:54,0,0,0,0,0,0,0,0,[[STICKER]],[],[],STICKER,['STICKER'],[u'sticker'], [[STICKER]]
78,78,1266968360076019_1279389045500617,431918433581020_1266968360076019,,2017-12-22 11:59:25,0,0,0,0,0,0,0,0,Pakistan,[],[],Pakistan,['Pakistan'],[u'pakistan'],Pakistan
79,79,1266968360076019_1279389152167273,431918433581020_1266968360076019,,2017-12-22 11:59:39,0,0,0,0,0,0,0,0,I am Pakistan,[],[],Pakistan,['Pakistan'],[u'pakistan'],I am Pakistan
80,80,1266968360076019_1279389202167268,431918433581020_1266968360076019,,2017-12-22 11:59:44,0,0,0,0,0,0,0,0,I miss you,[],[],miss,['miss'],[u'miss'],I miss you
81,81,1266817580091097_1266939773412211,431918433581020_1266817580091097,,2017-12-08 11:04:10,0,0,0,0,0,0,0,0,A direct link to CCTS for your complaint. Frogtastic.,[],[],direct link CCTS complaint Frogtastic,"['direct', 'link', 'CCTS', 'complaint', 'Frogtastic']","[u'direct', u'link', u'ccts', u'complaint', u'frogtast']",A direct link to CCTS for your complaint. Frogtastic.
82,82,1266136040159251_1267402896699232,431918433581020_1266136040159251,,2017-12-09 00:31:13,0,0,0,0,0,0,0,0,Jerrie May Munez,[],[],Jerrie May Munez,"['Jerrie', 'May', 'Munez']","[u'jerri', u'may', u'munez']",Jerrie May Munez
83,83,1266136040159251_1267967193309469,431918433581020_1266136040159251,,2017-12-09 12:26:19,0,0,0,0,0,0,0,0,trudeau will take that to,[],[],trudeau take,"['trudeau', 'take']","[u'trudeau', u'take']",trudeau  will take that to
84,84,1266136040159251_1268293329943522,431918433581020_1266136040159251,,2017-12-09 22:34:01,0,0,0,0,0,0,0,0,Johnrod Nazer Guarin Mabalot,[],[],Johnrod Nazer Guarin Mabalot,"['Johnrod', 'Nazer', 'Guarin', 'Mabalot']","[u'johnrod', u'nazer', u'guarin', u'mabalot']",Johnrod Nazer Guarin Mabalot
85,85,1266136040159251_1268302953275893,431918433581020_1266136040159251,,2017-12-09 22:54:30,0,0,0,0,0,0,0,0,"Looks like the Lib's are starting to freak out, look at all these propaganda adds all over facebook all of a sudden",[],[],Looks like Lib starting freak look propaganda adds facebook sudden,"['Looks', 'like', 'Lib', 'starting', 'freak', 'look', 'propaganda', 'adds', 'facebook', 'sudden']","[u'look', u'like', u'lib', u'start', u'freak', u'look', u'propaganda', u'add', u'facebook', u'sudden']","Looks like the Lib's are starting to freak out, look at all these propaganda adds all over facebook all of a sudden"
86,86,1265516846887837_1266153526824169,431918433581020_1265516846887837,,2017-12-07 12:11:08,0,0,0,0,0,0,0,0,Excellent information,[],[],Excellent information,"['Excellent', 'information']","[u'excel', u'inform']",Excellent information :)
87,87,1265516846887837_1272178142888374,431918433581020_1265516846887837,,2017-12-14 09:19:25,1,1,0,0,0,0,0,0,"Our gov. should study why insolvencies, especially personal ones, are on the rise?",[],[],gov study insolvencies especially personal ones rise,"['gov', 'study', 'insolvencies', 'especially', 'personal', 'ones', 'rise']","[u'gov', u'studi', u'insolv', u'especi', u'person', u'one', u'rise']","Our gov. should study why insolvencies, especially personal ones, are on the rise?"
88,88,1265273956912126_1266219596817562,431918433581020_1265273956912126,,2017-12-07 13:44:28,0,0,0,0,0,0,0,0,Saving money on your energy bill is frogtastic for your budget,[],[],Saving money energy bill frogtastic budget,"['Saving', 'money', 'energy', 'bill', 'frogtastic', 'budget']","[u'save', u'money', u'energi', u'bill', u'frogtast', u'budget']",Saving money on your energy bill is frogtastic for your budget :)
89,89,1263454557094066_1263456217093900,431918433581020_1263454557094066,,2017-12-04 11:48:06,1,1,0,0,0,0,0,0,We didn't know this existed. Thanks for letting us know Your Money Matters - Government of Canada,[],[],know existed Thanks letting us know Money Matters Government Canada,"['know', 'existed', 'Thanks', 'letting', 'us', 'know', 'Money', 'Matters', 'Government', 'Canada']","[u'know', u'exist', u'thank', u'let', 'us', u'know', u'money', u'matter', u'govern', u'canada']",We didn't know this existed. Thanks for letting us know Your Money Matters - Government of Canada :)
90,90,1263454557094066_1279389442167244,431918433581020_1263454557094066,,2017-12-22 12:00:11,0,0,0,0,0,0,0,0,I miss you,[],[],miss,['miss'],[u'miss'],I miss you
91,91,1263454557094066_1279389492167239,431918433581020_1263454557094066,,2017-12-22 12:00:15,0,0,0,0,0,0,0,0,I miss you,[],[],miss,['miss'],[u'miss'],I miss you
92,92,1263454557094066_1279389558833899,431918433581020_1263454557094066,,2017-12-22 12:00:22,0,0,0,0,0,0,0,0,[[STICKER]],[],[],STICKER,['STICKER'],[u'sticker'], [[STICKER]]
93,93,1263454557094066_1279389645500557,431918433581020_1263454557094066,,2017-12-22 12:00:29,0,0,0,0,0,0,0,0,[[STICKER]],[],[],STICKER,['STICKER'],[u'sticker'], [[STICKER]]
94,94,1263454557094066_1279389735500548,431918433581020_1263454557094066,,2017-12-22 12:00:41,0,0,0,0,0,0,0,0,I am Pakistan,[],[],Pakistan,['Pakistan'],[u'pakistan'],I am Pakistan
95,95,1260831670689688_1261188017320720,431918433581020_1260831670689688,,2017-12-01 22:25:36,0,0,0,0,0,0,0,0,"They are telling my son that they CANNOT UNLOCK older devices, only new phones and I disagreed. He should push for it then? Am I right?",[],[],telling son CANNOT UNLOCK older devices new phones disagreed push right,"['telling', 'son', 'CANNOT', 'UNLOCK', 'older', 'devices', 'new', 'phones', 'disagreed', 'push', 'right']","[u'tell', u'son', u'cannot', u'unlock', u'older', u'devic', u'new', u'phone', u'disagre', u'push', u'right']","They are telling my son that they CANNOT UNLOCK older devices, only new phones and I disagreed. He should push for it then? Am I right?"
96,96,1260795154026673_1260881310684724,431918433581020_1260795154026673,,2017-12-01 13:46:25,1,1,0,0,0,0,0,0,Tell that to Liberal's,[],[],Tell Liberal,"['Tell', 'Liberal']","[u'tell', u'liber']",Tell that to Liberal's
97,97,1258066097632912_1258234644282724,431918433581020_1258066097632912,,2017-11-28 16:14:18,0,0,0,0,0,0,0,0,Feleisha S. Hamilton,[],[],Feleisha Hamilton,"['Feleisha', 'Hamilton']","[u'feleisha', u'hamilton']",Feleisha S. Hamilton
98,98,1257131167726405_1297434680362720,431918433581020_1257131167726405,,2018-01-11 09:50:05,0,0,0,0,0,0,0,0,You have to have money in order to pay. Should I buy food and pay rent or should I send all I have to CRA?...WTF.,[],[],money order pay buy food pay rent send CRA WTF,"['money', 'order', 'pay', 'buy', 'food', 'pay', 'rent', 'send', 'CRA', 'WTF']","[u'money', u'order', u'pay', u'buy', u'food', u'pay', u'rent', u'send', u'cra', u'wtf']",You have to have money in order to pay.  Should I buy food and pay rent or should I send all I have to CRA?...WTF.
99,99,1256895281083327_1257508797688642,431918433581020_1256895281083327,,2017-11-28 02:06:25,0,0,0,0,0,0,0,0,,[],[],,['nan'],[u'nan'],😂😂😂
100,100,1253780844728104_1253856268053895,431918433581020_1253780844728104,,2017-11-23 15:57:22,0,0,0,0,0,0,0,0,Brooklin Arilee,[],[],Brooklin Arilee,"['Brooklin', 'Arilee']","[u'brooklin', u'arile']",Brooklin Arilee
101,101,1253780844728104_1253856331387222,431918433581020_1253780844728104,,2017-11-23 15:57:35,0,0,0,0,0,0,0,0,Colton Bushell,[],[],Colton Bushell,"['Colton', 'Bushell']","[u'colton', u'bushel']",Colton Bushell
102,102,1253780844728104_1253858191387036,431918433581020_1253780844728104,,2017-11-23 16:00:32,1,1,0,0,0,0,0,0,Chrissy Walker,[],[],Chrissy Walker,"['Chrissy', 'Walker']","[u'chrissi', u'walker']",Chrissy Walker
103,103,1253780844728104_1253986618040860,431918433581020_1253780844728104,,2017-11-23 20:00:04,0,0,0,0,0,0,0,0,I like it!,[],[],like,['like'],[u'like'],I like it!
104,104,1252064698233052_1252083738231148,431918433581020_1252064698233052,,2017-11-21 12:09:31,1,1,0,0,0,0,0,0,"There is NO lemon law in Canada so if you buy a car that has a manufacturer defect that they cannot even fix, you're stuck with the car! Almost every civilized country in the world has a lemon law. Why is there nothing in Canada???",[],[],lemon law Canada buy car manufacturer defect cannot even fix stuck car Almost every civilized country world lemon law nothing Canada,"['lemon', 'law', 'Canada', 'buy', 'car', 'manufacturer', 'defect', 'cannot', 'even', 'fix', 'stuck', 'car', 'Almost', 'every', 'civilized', 'country', 'world', 'lemon', 'law', 'nothing', 'Canada']","[u'lemon', u'law', u'canada', u'buy', u'car', u'manufactur', u'defect', u'cannot', u'even', u'fix', u'stuck', u'car', u'almost', u'everi', u'civil', u'countri', u'world', u'lemon', u'law', u'noth', u'canada']","There is NO lemon law in Canada so if you buy a car that has a manufacturer defect that they cannot even fix, you're stuck with the car! Almost every civilized country in the world has a lemon law. Why is there nothing in Canada???"
105,105,1252064698233052_1252953171477538,431918433581020_1252064698233052,,2017-11-22 13:12:54,0,0,0,0,0,0,0,0,This is stupid. Step : how long will it take the provincial dealer regulators or the consumer affairs office to do anything? Step : what do you think is going to happen if you call the manufacturer? They're going to tell you to deal with the dealer. Step : again how many weeks or months will it take for the CAMVAP to do anything? Weeks? Months? Step : small claims court is a gamble. If you lose you're further behind than when you started. This was obviously written by someone who has never been through this situation.,[],[],stupid Step long take provincial dealer regulators consumer affairs office anything Step think going happen call manufacturer going tell deal dealer Step many weeks months take CAMVAP anything Weeks Months Step small claims court gamble lose behind started obviously written someone never situation,"['stupid', 'Step', 'long', 'take', 'provincial', 'dealer', 'regulators', 'consumer', 'affairs', 'office', 'anything', 'Step', 'think', 'going', 'happen', 'call', 'manufacturer', 'going', 'tell', 'deal', 'dealer', 'Step', 'many', 'weeks', 'months', 'take', 'CAMVAP', 'anything', 'Weeks', 'Months', 'Step', 'small', 'claims', 'court', 'gamble', 'lose', 'behind', 'started', 'obviously', 'written', 'someone', 'never', 'situation']","[u'stupid', u'step', u'long', u'take', u'provinci', u'dealer', u'regul', u'consum', u'affair', u'offic', u'anyth', u'step', u'think', u'go', u'happen', u'call', u'manufactur', u'go', u'tell', u'deal', u'dealer', u'step', u'mani', u'week', u'month', u'take', u'camvap', u'anyth', u'week', u'month', u'step', u'small', u'claim', u'court', u'gambl', u'lose', u'behind', u'start', u'obvious', u'written', u'someon', u'never', u'situat']",This is stupid. Step 1: how long will it take the provincial dealer regulators or the consumer affairs office to do anything? Step 2: what do you think is going to happen if you call the manufacturer? They're going to tell you to deal with the dealer. Step 3: again how many weeks or months will it take for the CAMVAP to do anything? Weeks? Months? Step 4: small claims court is a gamble. If you lose you're further behind than when you started. This was obviously written by someone who has never been through this situation.
106,106,1248858955220293_1250510541721801,431918433581020_1248858955220293,,2017-11-19 16:00:08,0,0,0,0,0,0,0,0,I like it!,[],[],like,['like'],[u'like'],I like it!
107,107,1243045932468262_1243070865799102,431918433581020_1243045932468262,,2017-11-10 15:57:10,1,1,0,0,0,0,0,0,please send back to the government,[],[],please send back government,"['please', 'send', 'back', 'government']","[u'pleas', u'send', u'back', u'govern']",please send back to the government
108,108,1243045932468262_1243094709130051,431918433581020_1243045932468262,,2017-11-10 16:27:56,1,1,0,0,0,0,0,0,no credit cards- no car loans- no personal loans - no cell phone = my freedom,[],[],credit cards car loans personal loans cell phone freedom,"['credit', 'cards', 'car', 'loans', 'personal', 'loans', 'cell', 'phone', 'freedom']","[u'credit', u'card', u'car', u'loan', u'person', u'loan', u'cell', u'phone', u'freedom']",no credit cards- no car loans- no personal loans - no cell phone = my freedom :)
109,109,1243045932468262_1243695995736589,431918433581020_1243045932468262,,2017-11-11 10:00:53,0,0,0,0,0,0,0,0,Colton Bushell,[],[],Colton Bushell,"['Colton', 'Bushell']","[u'colton', u'bushel']",Colton Bushell
110,110,1243045932468262_1243696059069916,431918433581020_1243045932468262,,2017-11-11 10:01:01,0,0,0,0,0,0,0,0,Brooklin Arilee,[],[],Brooklin Arilee,"['Brooklin', 'Arilee']","[u'brooklin', u'arile']",Brooklin Arilee
111,111,1242928369146685_1242959992476856,431918433581020_1242928369146685,,2017-11-10 12:33:31,0,0,0,0,0,0,0,0,just do teach them to hide it in over sea accounts,[],[],teach hide sea accounts,"['teach', 'hide', 'sea', 'accounts']","[u'teach', u'hide', u'sea', u'account']",just do teach them to hide it in over sea accounts
112,112,1242111705895018_1242890642483791,431918433581020_1242111705895018,,2017-11-10 10:49:48,0,0,0,0,0,0,0,0,"Dormant $$$ in fiscal paradises that could be invested in Health care, transport, infrastructure. Money to build our demography, our strength. Money put into the pockets of nurses, ambulance staff and so on that will be spent. Jobs created. New value created through work and production the value of our capital, strengthening our banks, drawing new investors to Canada. Write to your PM or MPs, your trades-unions, etc so we can get this money and build a strong and proud Canada.",[],[],Dormant fiscal paradises could invested Health care transport infrastructure Money build demography strength Money put pockets nurses ambulance staff spent Jobs created New value created work production value capital strengthening banks drawing new investors Canada Write PM MPs trades unions etc get money build strong proud Canada,"['Dormant', 'fiscal', 'paradises', 'could', 'invested', 'Health', 'care', 'transport', 'infrastructure', 'Money', 'build', 'demography', 'strength', 'Money', 'put', 'pockets', 'nurses', 'ambulance', 'staff', 'spent', 'Jobs', 'created', 'New', 'value', 'created', 'work', 'production', 'value', 'capital', 'strengthening', 'banks', 'drawing', 'new', 'investors', 'Canada', 'Write', 'PM', 'MPs', 'trades', 'unions', 'etc', 'get', 'money', 'build', 'strong', 'proud', 'Canada']","[u'dormant', u'fiscal', u'paradis', u'could', u'invest', u'health', u'care', u'transport', u'infrastructur', u'money', u'build', u'demographi', u'strength', u'money', u'put', u'pocket', u'nurs', u'ambul', u'staff', u'spent', u'job', u'creat', u'new', u'valu', u'creat', u'work', u'product', u'valu', u'capit', u'strengthen', u'bank', u'draw', u'new', u'investor', u'canada', u'write', 'pm', u'mps', u'trade', u'union', u'etc', u'get', u'money', u'build', u'strong', u'proud', u'canada']","Dormant $$$ in fiscal paradises that could be invested in Health care, transport, infrastructure. Money to build our demography, our strength. Money put into the pockets of nurses, ambulance staff and so on that will be spent. Jobs created. New value created through work and production the value of our capital, strengthening our banks, drawing new investors to Canada. Write to your PM or MPs, your trades-unions, etc so we can get this money and build a strong and proud Canada."
113,113,1242111705895018_1242890742483781,431918433581020_1242111705895018,,2017-11-10 10:49:58,0,0,0,0,0,0,0,0,[[STICKER]],[],[],STICKER,['STICKER'],[u'sticker'], [[STICKER]]
114,114,1237314809708041_1237800639659458,431918433581020_1237314809708041,,2017-11-04 02:00:05,0,0,0,0,0,0,0,0,I like it!,[],[],like,['like'],[u'like'],I like it!
115,115,1236517746454414_1237282016377987,431918433581020_1236517746454414,,2017-11-03 09:57:52,0,0,0,0,0,0,0,0,Muhammad Atif Zubair,[],[],Muhammad Atif Zubair,"['Muhammad', 'Atif', 'Zubair']","[u'muhammad', u'atif', u'zubair']",Muhammad Atif Zubair
116,116,1234952706610918_1235003383272517,431918433581020_1234952706610918,,2017-10-31 12:08:44,0,0,0,0,0,0,0,0,The steps to help people with debt is stop the Governemnt from making it so eensive to live in this country. Try reducing taxes and putting more money in the pockets of your citizens.,[],[],steps help people debt stop Governemnt making eensive live country Try reducing taxes putting money pockets citizens,"['steps', 'help', 'people', 'debt', 'stop', 'Governemnt', 'making', 'eensive', 'live', 'country', 'Try', 'reducing', 'taxes', 'putting', 'money', 'pockets', 'citizens']","[u'step', u'help', u'peopl', u'debt', u'stop', u'governemnt', u'make', u'eensiv', u'live', u'countri', u'tri', u'reduc', u'tax', u'put', u'money', u'pocket', u'citizen']",The steps to help people with debt is stop the Governemnt from making it so expensive to live in this country. Try reducing taxes and putting more money in the pockets of your citizens.
117,117,1230394520400070_1230423377063851,431918433581020_1230394520400070,,2017-10-25 18:50:57,0,0,0,0,0,0,0,0,Are you kidding me? Govt can't manage their own debt!!,[],[],kidding Govt manage debt,"['kidding', 'Govt', 'manage', 'debt']","[u'kid', u'govt', u'manag', u'debt']",Are you kidding me? Govt can't manage their own debt!!
118,118,1230394520400070_1231202513652604,431918433581020_1230394520400070,1230394520400070_1230423377063851,2017-10-26 19:36:23,1,1,0,0,0,0,0,0,"Licensed Insolvency Trustees are not a department of, or employees of, the government.",[],[],Licensed Insolvency Trustees department employees government,"['Licensed', 'Insolvency', 'Trustees', 'department', 'employees', 'government']","[u'licens', u'insolv', u'truste', u'depart', u'employe', u'govern']","Licensed Insolvency Trustees are not a department of, or employees of, the government."
119,119,1230394520400070_1232309230208599,431918433581020_1230394520400070,1230394520400070_1230423377063851,2017-10-28 06:32:04,0,0,0,0,0,0,0,0,Donna Collins : Absolutely! The client is never told how much the Trustee makes on the deal. Scandalous.,[],[],Donna Collins Absolutely client never told much Trustee makes deal Scandalous,"['Donna', 'Collins', 'Absolutely', 'client', 'never', 'told', 'much', 'Trustee', 'makes', 'deal', 'Scandalous']","[u'donna', u'collin', u'absolut', u'client', u'never', u'told', u'much', u'truste', u'make', u'deal', u'scandal']","Donna Collins :
Absolutely!
The client is never told how much the Trustee makes on the deal. Scandalous."
120,120,1225473520892170_1225857107520478,431918433581020_1225473520892170,,2017-10-20 01:00:13,0,0,0,0,0,0,0,0,Amazing post!,[],[],Amazing post,"['Amazing', 'post']","[u'amaz', u'post']",Amazing post!
121,121,1224684040971118_1224731134299742,431918433581020_1224684040971118,,2017-10-18 12:04:30,0,0,0,0,0,0,0,0,Paying too much in taxes to afford anything more than the very basics.,[],[],Paying much taxes afford anything basics,"['Paying', 'much', 'taxes', 'afford', 'anything', 'basics']","[u'pay', u'much', u'tax', u'afford', u'anyth', u'basic']",Paying too much in taxes to afford anything more than the very basics.
122,122,1223202511119271_1223410511098471,431918433581020_1223202511119271,,2017-10-16 17:38:54,0,0,0,0,0,0,0,0,Manuelito Guerrero,[],[],Manuelito Guerrero,"['Manuelito', 'Guerrero']","[u'manuelito', u'guerrero']",Manuelito Guerrero
123,123,1223202511119271_1224262531013269,431918433581020_1223202511119271,,2017-10-17 21:51:37,0,0,0,0,0,0,0,0,Lease fleece,[],[],Lease fleece,"['Lease', 'fleece']","[u'leas', u'fleec']",Lease fleece
124,124,1219929541446568_1220424948063694,431918433581020_1219929541446568,,2017-10-13 01:57:51,1,1,0,0,0,0,0,0,He also has to pay all utilities. Mine didnt. We had no heat or hot water for bathing or washing for a week. Finally called city and they forced the issue. Now I need to find out how much I can go after him for for loss. Gas is included in the rental,[],[],also pay utilities Mine didnt heat hot water bathing washing week Finally called city forced issue need find much go loss Gas included rental,"['also', 'pay', 'utilities', 'Mine', 'didnt', 'heat', 'hot', 'water', 'bathing', 'washing', 'week', 'Finally', 'called', 'city', 'forced', 'issue', 'need', 'find', 'much', 'go', 'loss', 'Gas', 'included', 'rental']","[u'also', u'pay', u'util', u'mine', u'didnt', u'heat', u'hot', u'water', u'bath', u'wash', u'week', u'final', u'call', u'citi', u'forc', u'issu', u'need', u'find', u'much', 'go', u'loss', u'gas', u'includ', u'rental']",He also has to pay all utilities. Mine didnt. We had no heat or hot water for bathing or washing for a week. Finally called city and they forced the issue. Now I need to find out how much I can go after him for for loss. Gas is included in the rental
125,125,1219929541446568_1220874671352055,431918433581020_1219929541446568,,2017-10-13 13:12:48,1,1,0,0,0,0,0,0,Colton Bushell,[],[],Colton Bushell,"['Colton', 'Bushell']","[u'colton', u'bushel']",Colton Bushell
126,126,1219929541446568_1221858541253668,431918433581020_1219929541446568,,2017-10-14 18:36:15,1,0,1,0,0,0,0,0,Christa,[],[],Christa,['Christa'],[u'christa'],Christa ☝🏻☝🏻☝🏻☝🏻☝🏻☝🏻
127,127,1219929541446568_1221871507919038,431918433581020_1219929541446568,1219929541446568_1221858541253668,2017-10-14 19:03:33,1,1,0,0,0,0,0,0,He better get on it!,[],[],better get,"['better', 'get']","[u'better', u'get']",He better get on it!
128,128,1217584085014447_1217605938345595,431918433581020_1217584085014447,,2017-10-09 11:20:38,0,0,0,0,0,0,0,0,Poor Turkaay,[],[],Poor Turkaay,"['Poor', 'Turkaay']","[u'poor', u'turkaay']",Poor Turkaay
129,129,1217584085014447_1217636575009198,431918433581020_1217584085014447,,2017-10-09 12:09:15,0,0,0,0,0,0,0,0,Yes we love our turkeys,[],[],Yes love turkeys,"['Yes', 'love', 'turkeys']","[u'yes', u'love', u'turkey']",Yes we love our turkeys
130,130,1215296825243173_1215299255242930,431918433581020_1215296825243173,,2017-10-06 10:49:02,0,0,0,0,0,0,0,0,"We do all this then find corporations such as banks and Equifax get hacked and our personal information is at risk,....",[],[],find corporations banks Equifax get hacked personal information risk,"['find', 'corporations', 'banks', 'Equifax', 'get', 'hacked', 'personal', 'information', 'risk']","[u'find', u'corpor', u'bank', u'equifax', u'get', u'hack', u'person', u'inform', u'risk']","We do all this then find corporations such as banks and Equifax get hacked and our personal information is at risk,...."
131,131,1211482665624589_1211843068921882,431918433581020_1211482665624589,,2017-10-01 21:44:15,0,0,0,0,0,0,0,0,$30 per month lbs kicking horse,[],[],30 per month lbs kicking horse,"['30', 'per', 'month', 'lbs', 'kicking', 'horse']","['30', u'per', u'month', u'lbs', u'kick', u'hors']",$30 per month 2lbs kicking horse
132,132,1211482665624589_1211941112245411,431918433581020_1211482665624589,,2017-10-02 01:29:01,0,0,0,0,0,0,0,0,$00.00,[],[],00 00,"['00', '00']","['00', '00']",$00.00
133,133,1209949002444622_1210204462419076,431918433581020_1209949002444622,,2017-09-29 19:18:47,0,0,0,0,0,0,0,0,We need a App!,[],[],need App,"['need', 'App']","[u'need', u'app']",We need a App!
134,134,1205000569606132_1209753975797458,431918433581020_1205000569606132,,2017-09-29 05:02:47,0,0,0,0,0,0,0,0,Luis,[],[],Luis,['Luis'],[u'lui'],Luis
135,135,1207927469313442_1209684662471056,431918433581020_1207927469313442,,2017-09-29 02:16:12,0,0,0,0,0,0,0,0,"Sonny Mina this is what I'm Telling you, the reason why I kept bugging you to unplug everything before leaving the housesave energy and save money!",[],[],Sonny Mina Telling reason kept bugging unplug everything leaving housesave energy save money,"['Sonny', 'Mina', 'Telling', 'reason', 'kept', 'bugging', 'unplug', 'everything', 'leaving', 'housesave', 'energy', 'save', 'money']","[u'sonni', u'mina', u'tell', u'reason', u'kept', u'bug', u'unplug', u'everyth', u'leav', u'housesav', u'energi', u'save', u'money']","Sonny Mina this is what I'm
Telling you, the reason why I kept bugging you to unplug everything before leaving the house😔save energy and save money!"
136,136,1205099412929581_1208071965965659,431918433581020_1205099412929581,,2017-09-26 20:00:22,1,1,0,0,0,0,0,0,Chelsea Sauvé I can help you with this!,[],[],Chelsea help,"['Chelsea', 'help']","[u'chelsea', u'help']",Chelsea Sauvé   I can help you with this! 😊
137,137,1204883916284464_1205107512928771,431918433581020_1204883916284464,,2017-09-22 18:07:47,0,0,0,0,0,0,0,0,"But there has to be a user-friendly public transportation system in place, as well as safe cycling routes with proper driver education...that's something that's hard to find in smaller communities...agree with the sentiment though.",[],[],user friendly public transportation system place well safe cycling routes proper driver education something hard find smaller communities agree sentiment though,"['user', 'friendly', 'public', 'transportation', 'system', 'place', 'well', 'safe', 'cycling', 'routes', 'proper', 'driver', 'education', 'something', 'hard', 'find', 'smaller', 'communities', 'agree', 'sentiment', 'though']","[u'user', u'friend', u'public', u'transport', u'system', u'place', u'well', u'safe', u'cycl', u'rout', u'proper', u'driver', u'educ', u'someth', u'hard', u'find', u'smaller', u'communiti', u'agre', u'sentiment', u'though']","But there has to be a user-friendly public transportation system in place, as well as safe cycling routes with proper driver education...that's something that's hard to find in smaller communities...agree with the sentiment though."
