,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type,category
694,694,694,694,890905002469990400,0,0,2017-07-28 12:01:19,Nous finançons des recherches pour améliorer la conception et la construction de bateaux. Appliquer ici: d,[],"['https://t.co/ndj4U06vJT', 'https://t.co/e6eNzjBnz']",Nous ons des recherches pour liorer la conception et la construction de bateaux Appliquer ici https co ndj4U06vJT https co e6eNzjBnzd,"['Nous', 'ons', 'des', 'recherches', 'pour', 'liorer', 'la', 'conception', 'et', 'la', 'construction', 'de', 'bateaux', 'Appliquer', 'ici', 'https', 'co', 'ndj4U06vJT', 'https', 'co', 'e6eNzjBnzd']","[u'nous', u'on', u'des', u'recherch', u'pour', u'liorer', 'la', u'concept', 'et', 'la', u'construct', 'de', u'bateaux', u'appliqu', u'ici', u'https', 'co', u'ndj4u06vjt', u'https', 'co', u'e6enzjbnzd']",Nous finançons des recherches pour améliorer la conception et la construction de bateaux. Appliquer ici: https://t.co/ndj4U06vJT https://t.co/e6eNzjBnzd,0.0,Neutral,Environmental
695,695,695,695,890723639309590528,1,0,2017-07-28 00:00:39,Quand faut-il remplacer un ègeDauto orienté vers l’arrière par un siège d’auto orienté vers l’avant? Info à,['#Si'],"['https://t.co/5oWNK97CmX', 'https://t.co/qlStysQXIO']",Quand faut il remplacer un geDauto vers par un ge auto vers avant Info https co 5oWNK97CmX https co qlStysQXIO,"['Quand', 'faut', 'il', 'remplacer', 'un', 'geDauto', 'vers', 'par', 'un', 'ge', 'auto', 'vers', 'avant', 'Info', 'https', 'co', '5oWNK97CmX', 'https', 'co', 'qlStysQXIO']","[u'quand', u'faut', 'il', u'remplac', 'un', u'gedauto', u'ver', u'par', 'un', 'ge', u'auto', u'ver', u'avant', u'info', u'https', 'co', u'5ownk97cmx', u'https', 'co', u'qlstysqxio']",Quand faut-il remplacer un #SiègeDauto orienté vers l’arrière par un siège d’auto orienté vers l’avant? Info à https://t.co/5oWNK97CmX https://t.co/qlStysQXIO,0.0,Neutral,Environmental
696,696,696,696,890663350136258560,0,0,2017-07-27 20:01:05,Progr. de vérification de courtoisie des embarcations: navigation plus sécuritaire et écoresponsable. C,['#TCRaconte'],"['https://t.co/lJ36V6eKQ', 'https://t.co/CMdVdHYsH7']",Progr de rification de courtoisie des embarcations navigation plus curitaire et coresponsable https co lJ36V6eKQC TCRaconte https co CMdVdHYsH7,"['Progr', 'de', 'rification', 'de', 'courtoisie', 'des', 'embarcations', 'navigation', 'plus', 'curitaire', 'et', 'coresponsable', 'https', 'co', 'lJ36V6eKQC', 'TCRaconte', 'https', 'co', 'CMdVdHYsH7']","[u'progr', 'de', u'rific', 'de', u'courtoisi', u'des', u'embarc', u'navig', u'plus', u'curitair', 'et', u'corespons', u'https', 'co', u'lj36v6ekqc', u'tcracont', u'https', 'co', u'cmdvdhysh7']",Progr. de vérification de courtoisie des embarcations: navigation plus sécuritaire et écoresponsable. https://t.co/lJ36V6eKQC #TCRaconte https://t.co/CMdVdHYsH7,0.0,Neutral,Environmental
697,697,697,697,890622916437524480,1,0,2017-07-27 17:20:24,: près des foules et de le cheval-dragon qui sillonne les rues d’ à l’affût d…,"['#DronesInterdits', '#LongMa', '#Ottawa']",[],RT DronesInterdits des foules et de LongMa le cheval dragon lamachinefr qui sillonne les rues Ottawa,"['RT', 'DronesInterdits', 'des', 'foules', 'et', 'de', 'LongMa', 'le', 'cheval', 'dragon', 'lamachinefr', 'qui', 'sillonne', 'les', 'rues', 'Ottawa']","['rt', u'dronesinterdit', u'des', u'foul', 'et', 'de', u'longma', 'le', u'cheval', u'dragon', u'lamachinefr', u'qui', u'sillonn', u'les', u'rue', u'ottawa']",RT @Transports_gc: #DronesInterdits près des foules et de #LongMa le cheval-dragon @lamachinefr qui sillonne les rues d’#Ottawa à l’affût d…,0.0,Neutral,Environmental
698,698,698,698,890573085157584896,4,1,2017-07-27 14:02:24,Vous prévoyez assister à la course éalePrix ce weekend? Rappel : près des véhicules et des foules,"['#Montr', '#DronesInterdits']",['https://t.co/ZzpBDGpkxA'],Vous voyez assister la course alePrix ce weekend Rappel DronesInterdits des hicules et des foules https co ZzpBDGpkxA,"['Vous', 'voyez', 'assister', 'la', 'course', 'alePrix', 'ce', 'weekend', 'Rappel', 'DronesInterdits', 'des', 'hicules', 'et', 'des', 'foules', 'https', 'co', 'ZzpBDGpkxA']","[u'vous', u'voyez', u'assist', 'la', u'cours', u'aleprix', 'ce', u'weekend', u'rappel', u'dronesinterdit', u'des', u'hicul', 'et', u'des', u'foul', u'https', 'co', u'zzpbdgpkxa']",Vous prévoyez assister à la course #MontréalePrix ce weekend? Rappel : #DronesInterdits près des véhicules et des foules https://t.co/ZzpBDGpkxA,0.0,Neutral,Social
699,699,699,699,890542663807717376,1,1,2017-07-27 12:01:31,"étro : Le Chemin de fer Canadien Pacifique est fondé en et achevé ans plus tard, en , soit ans avant l’échéance prévue.",['#JeudiR'],['https://t.co/QZdnc9h2Of'],tro Le Chemin de fer Canadien Pacifique est en 1881 et ans plus tard en 1885 soit ans avant ance vue https co QZdnc9h2Of,"['tro', 'Le', 'Chemin', 'de', 'fer', 'Canadien', 'Pacifique', 'est', 'en', '1881', 'et', 'ans', 'plus', 'tard', 'en', '1885', 'soit', 'ans', 'avant', 'ance', 'vue', 'https', 'co', 'QZdnc9h2Of']","[u'tro', 'le', u'chemin', 'de', u'fer', u'canadien', u'pacifiqu', u'est', 'en', u'1881', 'et', u'an', u'plus', u'tard', 'en', u'1885', u'soit', u'an', u'avant', u'anc', u'vue', u'https', 'co', u'qzdnc9h2of']","#JeudiRétro : Le Chemin de fer Canadien Pacifique est fondé en 1881 et achevé 4 ans plus tard, en 1885, soit 6 ans avant l’échéance prévue. https://t.co/QZdnc9h2Of",0.0,Neutral,Social
700,700,700,700,890361278866362368,0,0,2017-07-27 00:00:45,"Nous réservons ,6 M$ à des projets d’éducation et de sensibilisation écuritéFerroviaire. Renseignez-vous! 2",['#S'],"['https://t.co/vZH4yn4Kv', 'https://t.co/wbm48we863']",Nous servons des projets ducation et de sensibilisation Ferroviaire Renseignez vous https co vZH4yn4Kv2 https co wbm48we863,"['Nous', 'servons', 'des', 'projets', 'ducation', 'et', 'de', 'sensibilisation', 'Ferroviaire', 'Renseignez', 'vous', 'https', 'co', 'vZH4yn4Kv2', 'https', 'co', 'wbm48we863']","[u'nous', u'servon', u'des', u'projet', u'ducat', 'et', 'de', u'sensibilis', u'ferroviair', u'renseignez', u'vous', u'https', 'co', u'vzh4yn4kv2', u'https', 'co', u'wbm48we863']","Nous réservons 1,6 M$ à des projets d’éducation et de sensibilisation #SécuritéFerroviaire. Renseignez-vous! https://t.co/vZH4yn4Kv2 https://t.co/wbm48we863",0.0,Neutral,Environmental
701,701,701,701,890284911252430856,3,0,2017-07-26 18:57:18,éans: participation des femmes et des Autochtones à la sécurité et à la sûreté maritimes le long de ôtes,"['#PlanDeProtectionDesOc', '#NosC']",[],ans participation des femmes et des Autochtones la et la maritimes le long de tes,"['ans', 'participation', 'des', 'femmes', 'et', 'des', 'Autochtones', 'la', 'et', 'la', 'maritimes', 'le', 'long', 'de', 'tes']","[u'an', u'particip', u'des', u'femm', 'et', u'des', u'autochton', 'la', 'et', 'la', u'maritim', 'le', u'long', 'de', u'tes']","#PlanDeProtectionDesOcéans: participation des femmes et
des Autochtones à la sécurité et à la sûreté maritimes le long de #NosCôtes",-0.05,Neutral,Social
702,702,702,702,890240652281335808,0,1,2017-07-26 16:01:26,Coopération internationale renforcée: 🇨🇦 et veillent à la sécurité et la durabilité du transport maritime. 0 CdC02,[],"['https://t.co/OkSYo1KfH', 'https://t.co/FClux']",ration internationale et IMOHQ veillent la et la du transport maritime https co OkSYo1KfH0 https co FCluxCdC02,"['ration', 'internationale', 'et', 'IMOHQ', 'veillent', 'la', 'et', 'la', 'du', 'transport', 'maritime', 'https', 'co', 'OkSYo1KfH0', 'https', 'co', 'FCluxCdC02']","[u'ration', u'international', 'et', u'imohq', u'veillent', 'la', 'et', 'la', 'du', u'transport', u'maritim', u'https', 'co', u'oksyo1kfh0', u'https', 'co', u'fcluxcdc02']",Coopération internationale renforcée: 🇨🇦 et @IMOHQ veillent à la sécurité et la durabilité du transport maritime. https://t.co/OkSYo1KfH0 https://t.co/FCluxCdC02,0.0,Neutral,Environmental
703,703,703,703,890210406605750272,1,1,2017-07-26 14:01:14,près des foules et de le cheval-dragon qui sillonne les rues d’ à l’affût de à croquer.,"['#DronesInterdits', '#LongMa', '#Ottawa', '#drones']",['https://t.co/XVQLrEgyEr'],DronesInterdits des foules et de LongMa le cheval dragon lamachinefr qui sillonne les rues Ottawa de drones croquer https co XVQLrEgyEr,"['DronesInterdits', 'des', 'foules', 'et', 'de', 'LongMa', 'le', 'cheval', 'dragon', 'lamachinefr', 'qui', 'sillonne', 'les', 'rues', 'Ottawa', 'de', 'drones', 'croquer', 'https', 'co', 'XVQLrEgyEr']","[u'dronesinterdit', u'des', u'foul', 'et', 'de', u'longma', 'le', u'cheval', u'dragon', u'lamachinefr', u'qui', u'sillonn', u'les', u'rue', u'ottawa', 'de', u'drone', u'croquer', u'https', 'co', u'xvqlregyer']",#DronesInterdits près des foules et de #LongMa le cheval-dragon @lamachinefr qui sillonne les rues d’#Ottawa à l’affût de #drones à croquer. https://t.co/XVQLrEgyEr,0.0,Neutral,Social
704,704,704,704,890180232006774784,2,0,2017-07-26 12:01:20,Vos enfants savent-ils quoi faire à l’approche d’un ÀNiveau? Montrez-leur comment agir en toute sécurité : 2,['#Passage'],"['https://t.co/4kzEunLf1b', 'https://t.co/d4L81uMb7']",Vos enfants savent ils quoi faire approche un Niveau Montrez leur comment agir en toute https co 4kzEunLf1b https co d4L81uMb72,"['Vos', 'enfants', 'savent', 'ils', 'quoi', 'faire', 'approche', 'un', 'Niveau', 'Montrez', 'leur', 'comment', 'agir', 'en', 'toute', 'https', 'co', '4kzEunLf1b', 'https', 'co', 'd4L81uMb72']","[u'vos', u'enfant', u'savent', u'il', u'quoi', u'fair', u'approch', 'un', u'niveau', u'montrez', u'leur', u'comment', u'agir', 'en', u'tout', u'https', 'co', u'4kzeunlf1b', u'https', 'co', u'd4l81umb72']",Vos enfants savent-ils quoi faire à l’approche d’un #PassageÀNiveau? Montrez-leur comment agir en toute sécurité : https://t.co/4kzEunLf1b https://t.co/d4L81uMb72,0.0,Neutral,Environmental
705,705,705,705,889998880213000192,0,0,2017-07-26 00:00:43,"Contrôle d’articles médicaux, d’articles ou vêtements à caractère religieux ou culturel par l’: àTC",['#Parlez'],['https://t.co/0TnMwesWvo'],le articles dicaux articles ou religieux ou culturel par TC https co 0TnMwesWvo,"['le', 'articles', 'dicaux', 'articles', 'ou', 'religieux', 'ou', 'culturel', 'par', 'TC', 'https', 'co', '0TnMwesWvo']","['le', u'articl', u'dicaux', u'articl', 'ou', u'religieux', 'ou', u'culturel', u'par', 'tc', u'https', 'co', u'0tnmweswvo']","Contrôle d’articles médicaux, d’articles ou vêtements à caractère religieux ou culturel par l’@acsta_gc: #ParlezàTC 
https://t.co/0TnMwesWvo",0.0,Neutral,Social
706,706,706,706,889968880298471424,1,0,2017-07-25 22:01:30,": éhicules Toyota, Lexus et Scion. Chauffe-bloc posé par le concessionnaire: court-circuit possible.","['#Rappel', '#V']","['https://t.co/Ux9W25dxgo', 'https://t.co/D2NJWTwohA']",Rappel hicules Toyota Lexus et Scion Chauffe bloc par le concessionnaire court circuit possible https co Ux9W25dxgo https co D2NJWTwohA,"['Rappel', 'hicules', 'Toyota', 'Lexus', 'et', 'Scion', 'Chauffe', 'bloc', 'par', 'le', 'concessionnaire', 'court', 'circuit', 'possible', 'https', 'co', 'Ux9W25dxgo', 'https', 'co', 'D2NJWTwohA']","[u'rappel', u'hicul', u'toyota', u'lexus', 'et', u'scion', u'chauff', u'bloc', u'par', 'le', u'concessionnair', u'court', u'circuit', u'possibl', u'https', 'co', u'ux9w25dxgo', u'https', 'co', u'd2njwtwoha']","#Rappel: #Véhicules Toyota, Lexus et Scion. Chauffe-bloc posé par le concessionnaire: court-circuit possible. 
https://t.co/Ux9W25dxgo https://t.co/D2NJWTwohA",0.0,Neutral,Environmental
707,707,707,707,889820817017765888,1,0,2017-07-25 12:13:09,: En quelle année le dernier crampon du White Pass &amp; Yukon Railway (175 km) a-t-il été posé?,['#MardiDevinette'],[],MardiDevinette En quelle le dernier crampon du White Pass amp Yukon Railway 175 km il,"['MardiDevinette', 'En', 'quelle', 'le', 'dernier', 'crampon', 'du', 'White', 'Pass', 'amp', 'Yukon', 'Railway', '175', 'km', 'il']","[u'mardidevinett', 'en', u'quell', 'le', u'dernier', u'crampon', 'du', u'white', u'pass', u'amp', u'yukon', u'railway', u'175', 'km', 'il']",#MardiDevinette: En quelle année le dernier crampon du White Pass &amp; Yukon Railway (175 km) a-t-il été posé?,0.0,Neutral,Social
708,708,708,708,889636529911541762,4,2,2017-07-25 00:00:52,"Formation sur recherche et sauvetage, surveillance enviro et intervention en cas de déversement ôtes",['#NosC'],"['https://t.co/ikHkI49cqk', 'https://t.co/OODLliCByY']",Formation sur recherche et sauvetage surveillance enviro et intervention en cas de versement tes https co ikHkI49cqk https co OODLliCByY,"['Formation', 'sur', 'recherche', 'et', 'sauvetage', 'surveillance', 'enviro', 'et', 'intervention', 'en', 'cas', 'de', 'versement', 'tes', 'https', 'co', 'ikHkI49cqk', 'https', 'co', 'OODLliCByY']","[u'format', u'sur', u'recherch', 'et', u'sauvetag', u'surveil', u'enviro', 'et', u'intervent', 'en', u'cas', 'de', u'versement', u'tes', u'https', 'co', u'ikhki49cqk', u'https', 'co', u'oodllicbyy']","Formation sur recherche et sauvetage, surveillance enviro et intervention en cas de déversement #NosCôtes https://t.co/ikHkI49cqk https://t.co/OODLliCByY",0.0,Neutral,Environmental
709,709,709,709,889606355602079745,2,0,2017-07-24 22:00:57,Autres de Takata pour réduire les risques à long terme.,"['#rappels', '#CoussinGonflable']","['https://t.co/wtf7inJilP', 'https://t.co/tNMxjN3eTA']",Autres rappels de CoussinGonflable Takata pour duire les risques long terme https co wtf7inJilP https co tNMxjN3eTA,"['Autres', 'rappels', 'de', 'CoussinGonflable', 'Takata', 'pour', 'duire', 'les', 'risques', 'long', 'terme', 'https', 'co', 'wtf7inJilP', 'https', 'co', 'tNMxjN3eTA']","[u'autr', u'rappel', 'de', u'coussingonfl', u'takata', u'pour', u'duir', u'les', u'risqu', u'long', u'term', u'https', 'co', u'wtf7injilp', u'https', 'co', u'tnmxjn3eta']",Autres #rappels de #CoussinGonflable Takata pour réduire les risques à long terme. https://t.co/wtf7inJilP https://t.co/tNMxjN3eTA,-0.05,Neutral,Social
710,710,710,710,889575049853894657,0,0,2017-07-24 19:56:34,Le fonds national des corridors commerciaux de G$ renforcera le commerce 🇨🇦et la résilience du réseau de transport 🇨🇦,['#CorridorsDeCommerce'],['https://t.co/Zgw6DVljYY'],Le fonds national des corridors commerciaux de renforcera le commerce et la silience du seau de transport CorridorsDeCommerce https co Zgw6DVljYY,"['Le', 'fonds', 'national', 'des', 'corridors', 'commerciaux', 'de', 'renforcera', 'le', 'commerce', 'et', 'la', 'silience', 'du', 'seau', 'de', 'transport', 'CorridorsDeCommerce', 'https', 'co', 'Zgw6DVljYY']","['le', u'fond', u'nation', u'des', u'corridor', u'commerciaux', 'de', u'renforcera', 'le', u'commerc', 'et', 'la', u'silienc', 'du', u'seau', 'de', u'transport', u'corridorsdecommerc', u'https', 'co', u'zgw6dvljyy']",Le fonds national des corridors commerciaux de 2 G$ renforcera le commerce 🇨🇦et la résilience du réseau de transport 🇨🇦#CorridorsDeCommerce https://t.co/Zgw6DVljYY,0.0,Neutral,Environmental
711,711,711,711,889516019378683908,1,0,2017-07-24 16:02:00,: Polaris Sportsman . Du carburant pourrait s’échapper de la conduite de ventilation du réservoir.,"['#Rappel', '#VTT']","['https://t.co/qCKgumyNK5', 'https://t.co/7M4xSdeuqr']",Rappel VTT Polaris Sportsman 570 Du carburant pourrait chapper de la conduite de ventilation du servoir https co qCKgumyNK5 https co 7M4xSdeuqr,"['Rappel', 'VTT', 'Polaris', 'Sportsman', '570', 'Du', 'carburant', 'pourrait', 'chapper', 'de', 'la', 'conduite', 'de', 'ventilation', 'du', 'servoir', 'https', 'co', 'qCKgumyNK5', 'https', 'co', '7M4xSdeuqr']","[u'rappel', u'vtt', u'polari', u'sportsman', u'570', 'du', u'carbur', u'pourrait', u'chapper', 'de', 'la', u'conduit', 'de', u'ventil', 'du', u'servoir', u'https', 'co', u'qckgumynk5', u'https', 'co', u'7m4xsdeuqr']",#Rappel: #VTT Polaris Sportsman 570. Du carburant pourrait s’échapper de la conduite de ventilation du réservoir. https://t.co/qCKgumyNK5 https://t.co/7M4xSdeuqr,0.0,Neutral,Environmental
712,712,712,712,889497039628795904,2,0,2017-07-24 14:46:34,: .: Min. Garneau propose des candidatures à l’Autorité aéroportuaire du Grand Toronto htt…,[],[],RT salledepresseGC Min Garneau propose des candidatures roportuaire du Grand Toronto TorontoPearson,"['RT', 'salledepresseGC', 'Min', 'Garneau', 'propose', 'des', 'candidatures', 'roportuaire', 'du', 'Grand', 'Toronto', 'TorontoPearson']","['rt', u'salledepressegc', u'min', u'garneau', u'propos', u'des', u'candidatur', u'roportuair', 'du', u'grand', u'toronto', u'torontopearson']",RT @salledepresseGC: .@Transports_gc: Min. Garneau propose des candidatures à l’Autorité aéroportuaire du Grand Toronto @TorontoPearson htt…,0.5,Positive,Environmental
713,713,713,713,889455449648631809,2,2,2017-07-24 12:01:19,"Si vous dépassez un cycliste, faites preuve de patience, de courtoisie et de prudence",['#PartageonsLaRoute'],['https://t.co/a4DQeXvDJL'],Si vous passez un cycliste faites preuve de patience de courtoisie et de prudence PartageonsLaRoute https co a4DQeXvDJL,"['Si', 'vous', 'passez', 'un', 'cycliste', 'faites', 'preuve', 'de', 'patience', 'de', 'courtoisie', 'et', 'de', 'prudence', 'PartageonsLaRoute', 'https', 'co', 'a4DQeXvDJL']","['si', u'vous', u'passez', 'un', u'cyclist', u'fait', u'preuv', 'de', u'patienc', 'de', u'courtoisi', 'et', 'de', u'prudenc', u'partageonslarout', u'https', 'co', u'a4dqexvdjl']","Si vous dépassez un cycliste, faites preuve de patience, de courtoisie et de prudence #PartageonsLaRoute https://t.co/a4DQeXvDJL",0.0,Neutral,Social
714,714,714,714,889120652246102018,1,2,2017-07-23 13:50:57,"Certains haussent leur température interne dans l'eau froide, pas vous. Portez un gilet de sauvetage ou VFI",['#requins'],"['https://t.co/CdmoFDJZAY', 'https://t.co/jLOUYMFbQ5']",Certains requins haussent leur rature interne dans eau froide pas vous Portez un gilet de sauvetage ou VFI https co CdmoFDJZAY https co jLOUYMFbQ5,"['Certains', 'requins', 'haussent', 'leur', 'rature', 'interne', 'dans', 'eau', 'froide', 'pas', 'vous', 'Portez', 'un', 'gilet', 'de', 'sauvetage', 'ou', 'VFI', 'https', 'co', 'CdmoFDJZAY', 'https', 'co', 'jLOUYMFbQ5']","[u'certain', u'requin', u'haussent', u'leur', u'ratur', u'intern', u'dan', u'eau', u'froid', u'pas', u'vous', u'portez', 'un', u'gilet', 'de', u'sauvetag', 'ou', u'vfi', u'https', 'co', u'cdmofdjzay', u'https', 'co', u'jlouymfbq5']","Certains #requins haussent leur température interne dans l'eau froide, pas vous. Portez un gilet de sauvetage ou VFI https://t.co/CdmoFDJZAY https://t.co/jLOUYMFbQ5",0.0,Neutral,Environmental
715,715,715,715,888911677521108994,1,0,2017-07-23 00:00:33,: Mitsubishi Outlander. Le moteur des essuie-glaces pourrait cesser de fonctionner. 2u,"['#Rappel', '#VUS']","['https://t.co/CzNdVOSn', 'https://t.co/7hQUp2ZWyk']",Rappel VUS Mitsubishi Outlander moteur essuie glaces pourrait cesser fonctionner https co CzNdVOSn2u https co 7hQUp2ZWyk,"['Rappel', 'VUS', 'Mitsubishi', 'Outlander', 'moteur', 'essuie', 'glaces', 'pourrait', 'cesser', 'fonctionner', 'https', 'co', 'CzNdVOSn2u', 'https', 'co', '7hQUp2ZWyk']","[u'rappel', u'vus', u'mitsubishi', u'outland', u'moteur', u'essui', u'glace', u'pourrait', u'cesser', u'fonctionn', u'https', 'co', u'czndvosn2u', u'https', 'co', u'7hqup2zwyk']",#Rappel: #VUS Mitsubishi Outlander. Le moteur des essuie-glaces pourrait cesser de fonctionner. https://t.co/CzNdVOSn2u https://t.co/7hQUp2ZWyk,0.0,Neutral,Social
716,716,716,716,888745735222636544,0,1,2017-07-22 13:01:10,Que faisons-nous pour que le réseau ferroviaire du demeure sécuritaire?,['#Canada'],"['https://t.co/6QwikhfsI4', 'https://t.co/N7zr0q9rc4']",Que faisons nous pour que le seau ferroviaire du Canada demeure curitaire https co 6QwikhfsI4 https co N7zr0q9rc4,"['Que', 'faisons', 'nous', 'pour', 'que', 'le', 'seau', 'ferroviaire', 'du', 'Canada', 'demeure', 'curitaire', 'https', 'co', '6QwikhfsI4', 'https', 'co', 'N7zr0q9rc4']","[u'que', u'faison', u'nous', u'pour', u'que', 'le', u'seau', u'ferroviair', 'du', u'canada', u'demeur', u'curitair', u'https', 'co', u'6qwikhfsi4', u'https', 'co', u'n7zr0q9rc4']","Que faisons-nous pour que le réseau ferroviaire du #Canada demeure sécuritaire?
https://t.co/6QwikhfsI4 https://t.co/N7zr0q9rc4",0.0,Neutral,Environmental
717,717,717,717,888549356135096320,0,0,2017-07-22 00:00:49,Nous sommes à la recherche d’analystes des politiques et d’économistes! Plus d’info : 9,[],"['https://t.co/cHlsQeanb', 'https://t.co/jzKJqT5KXK']",Nous sommes la recherche analystes des politiques et conomistes Plus info https co cHlsQeanb9 https co jzKJqT5KXK,"['Nous', 'sommes', 'la', 'recherche', 'analystes', 'des', 'politiques', 'et', 'conomistes', 'Plus', 'info', 'https', 'co', 'cHlsQeanb9', 'https', 'co', 'jzKJqT5KXK']","[u'nous', u'somm', 'la', u'recherch', u'analyst', u'des', u'politiqu', 'et', u'conomist', u'plus', u'info', u'https', 'co', u'chlsqeanb9', u'https', 'co', u'jzkjqt5kxk']",Nous sommes à la recherche d’analystes des politiques et d’économistes! Plus d’info : https://t.co/cHlsQeanb9 https://t.co/jzKJqT5KXK,0.0,Neutral,Economical
718,718,718,718,888489062897766400,9,3,2017-07-21 20:01:14,Mélanger alcool et navigation est illégal. Aidez-nous à réduire le risque de noyade. écuritéNautique éventionDeLaNoyade,"['#S', '#Pr']",['https://t.co/3VJ09lMY3h'],langer alcool et navigation est gal Aidez nous duire le risque de noyade Nautique ventionDeLaNoyade maddcanadafr https co 3VJ09lMY3h,"['langer', 'alcool', 'et', 'navigation', 'est', 'gal', 'Aidez', 'nous', 'duire', 'le', 'risque', 'de', 'noyade', 'Nautique', 'ventionDeLaNoyade', 'maddcanadafr', 'https', 'co', '3VJ09lMY3h']","[u'langer', u'alcool', 'et', u'navig', u'est', u'gal', u'aidez', u'nous', u'duir', 'le', u'risqu', 'de', u'noyad', u'nautiqu', u'ventiondelanoyad', u'maddcanadafr', u'https', 'co', u'3vj09lmy3h']",Mélanger alcool et navigation est illégal. Aidez-nous à réduire le risque de noyade. #SécuritéNautique #PréventionDeLaNoyade @maddcanadafr https://t.co/3VJ09lMY3h,0.0,Neutral,Social
719,719,719,719,888485052790829056,2,0,2017-07-21 19:45:18,"Pendant une patrouille aérienne, notre ÉquipeDuPNSA a aperçu le Terry Fox de en train d’escorter un bateau dans . 2","['#', '#FrobisherBay']",['https://t.co/GK3L3AEps'],Pendant une patrouille rienne notre quipeDuPNSA le Terry Fox de en train escorter un bateau dans FrobisherBay https co GK3L3AEps2,"['Pendant', 'une', 'patrouille', 'rienne', 'notre', 'quipeDuPNSA', 'le', 'Terry', 'Fox', 'de', 'en', 'train', 'escorter', 'un', 'bateau', 'dans', 'FrobisherBay', 'https', 'co', 'GK3L3AEps2']","[u'pendant', u'une', u'patrouill', u'rienn', u'notr', u'quipedupnsa', 'le', u'terri', u'fox', 'de', 'en', u'train', u'escort', 'un', u'bateau', u'dan', u'frobisherbay', u'https', 'co', u'gk3l3aeps2']","Pendant une patrouille aérienne, notre #ÉquipeDuPNSA a aperçu le Terry Fox de @GCC_CCG en train d’escorter un bateau dans #FrobisherBay. https://t.co/GK3L3AEps2",0.0,Neutral,Environmental
720,720,720,720,888368307560210432,3,1,2017-07-21 12:01:24,éans: les propriétaires de bateaux abandonnés seront tenus responsables. 8,['#PlanDeProtectionDesOc'],['https://t.co/3YDDd4ILf'],ans les taires de bateaux seront tenus responsables https co 3YDDd4ILf8,"['ans', 'les', 'taires', 'de', 'bateaux', 'seront', 'tenus', 'responsables', 'https', 'co', '3YDDd4ILf8']","[u'an', u'les', u'tair', 'de', u'bateaux', u'seront', u'tenus', u'respons', u'https', 'co', u'3yddd4ilf8']",#PlanDeProtectionDesOcéans: les propriétaires de bateaux abandonnés seront tenus responsables. https://t.co/3YDDd4ILf8,0.0,Neutral,Environmental
721,721,721,721,888186935893774336,2,1,2017-07-21 00:00:41,Assurez-vous d’avoir l’équipement nécessaire à bord de votre embarcation avant de partir. Plus d’info :,[],"['https://t.co/W1EacbnjKT', 'https://t.co/JBznNIoURP']",Assurez vous avoir quipement cessaire bord de votre embarcation avant de partir Plus info https co W1EacbnjKT https co JBznNIoURP,"['Assurez', 'vous', 'avoir', 'quipement', 'cessaire', 'bord', 'de', 'votre', 'embarcation', 'avant', 'de', 'partir', 'Plus', 'info', 'https', 'co', 'W1EacbnjKT', 'https', 'co', 'JBznNIoURP']","[u'assurez', u'vous', u'avoir', u'quipement', u'cessair', u'bord', 'de', u'votr', u'embarc', u'avant', 'de', u'partir', u'plus', u'info', u'https', 'co', u'w1eacbnjkt', u'https', 'co', u'jbznniourp']",Assurez-vous d’avoir l’équipement nécessaire à bord de votre embarcation avant de partir. Plus d’info : https://t.co/W1EacbnjKT https://t.co/JBznNIoURP,0.0,Neutral,Environmental
722,722,722,722,888156842060382208,2,0,2017-07-20 22:01:06,: Honda CR-V. Le tuyau d’alimentation et la conduite de carburant pourraient se séparer: fuite possible.,"['#Rappel', '#VUS']","['https://t.co/0Nmth45CoW', 'https://t.co/RE0PKBpQrL']",Rappel VUS Honda CR Le tuyau alimentation et la conduite de carburant pourraient se parer fuite possible https co 0Nmth45CoW https co RE0PKBpQrL,"['Rappel', 'VUS', 'Honda', 'CR', 'Le', 'tuyau', 'alimentation', 'et', 'la', 'conduite', 'de', 'carburant', 'pourraient', 'se', 'parer', 'fuite', 'possible', 'https', 'co', '0Nmth45CoW', 'https', 'co', 'RE0PKBpQrL']","[u'rappel', u'vus', u'honda', 'cr', 'le', u'tuyau', u'aliment', 'et', 'la', u'conduit', 'de', u'carbur', u'pourraient', 'se', u'parer', u'fuit', u'possibl', u'https', 'co', u'0nmth45cow', u'https', 'co', u're0pkbpqrl']",#Rappel: #VUS Honda CR-V. Le tuyau d’alimentation et la conduite de carburant pourraient se séparer: fuite possible. https://t.co/0Nmth45CoW https://t.co/RE0PKBpQrL,0.0,Neutral,Social
