Unnamed: 0,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
68,650044275384201_650062628715699,632493333805962_650044275384201,,2017-11-20 10:31:22,1,1,0,0,0,0,0,0,Watching from Prince Albert Saskatchewan...,[],[],Watching Prince Albert Saskatchewan,"['Watching', 'Prince', 'Albert', 'Saskatchewan']","[u'watch', u'princ', u'albert', u'saskatchewan']"
69,650044275384201_650758121979483,632493333805962_650044275384201,,2017-11-21 15:16:14,0,0,0,0,0,0,0,0,Omg .mr brian the ex pm of canada.i remember him when I was listening to radio canada the Arabic part.it was of my dreams stay at Canada. But for sorry it didn't,[],[],Omg mr brian ex pm canada remember listening radio canada Arabic part dreams stay Canada sorry,"['Omg', 'mr', 'brian', 'ex', 'pm', 'canada', 'remember', 'listening', 'radio', 'canada', 'Arabic', 'part', 'dreams', 'stay', 'Canada', 'sorry']","[u'omg', 'mr', u'brian', 'ex', 'pm', u'canada', u'rememb', u'listen', u'radio', u'canada', u'arab', u'part', u'dream', u'stay', u'canada', u'sorri']"
70,650044275384201_650863825302246,632493333805962_650044275384201,,2017-11-21 20:33:12,0,0,0,0,0,0,0,0,"Félicitation Nathalie, je suis fière de toi !!",[],[],licitation Nathalie je suis de toi,"['licitation', 'Nathalie', 'je', 'suis', 'de', 'toi']","[u'licit', u'nathali', 'je', u'sui', 'de', u'toi']"
71,650044275384201_650548942000401,632493333805962_650044275384201,,2017-11-21 07:04:02,0,0,0,0,0,0,0,0,very good !,[],[],good,['good'],[u'good']
72,650019872053308_650053492049946,632493333805962_650019872053308,,2017-11-20 10:16:32,0,0,0,0,0,0,0,0,"all peoples in Canada, native and newcomer nations descendants instruct the federal government to reign in power of CANADIAN NUCLEAR ASSESSEMENT AGENCY permitting liquid radioactive waste transfers to USA - the City of Montreal and Mohawk peoples and many municipalities in QC unanimously spoke against this with resolution s. See ""Rencontres Historiques Ville de Montréal et Conseil Traditionnel Mohawk - we.ismenetoussaint.com For English scroll down in French version",[],[],peoples Canada native newcomer nations descendants instruct federal government reign power CANADIAN NUCLEAR ASSESSEMENT AGENCY permitting liquid radioactive waste transfers USA City Montreal Mohawk peoples many municipalities QC unanimously spoke resolution See Rencontres Historiques Ville de al et Conseil Traditionnel Mohawk ismenetoussaint com English scroll French version,"['peoples', 'Canada', 'native', 'newcomer', 'nations', 'descendants', 'instruct', 'federal', 'government', 'reign', 'power', 'CANADIAN', 'NUCLEAR', 'ASSESSEMENT', 'AGENCY', 'permitting', 'liquid', 'radioactive', 'waste', 'transfers', 'USA', 'City', 'Montreal', 'Mohawk', 'peoples', 'many', 'municipalities', 'QC', 'unanimously', 'spoke', 'resolution', 'See', 'Rencontres', 'Historiques', 'Ville', 'de', 'al', 'et', 'Conseil', 'Traditionnel', 'Mohawk', 'ismenetoussaint', 'com', 'English', 'scroll', 'French', 'version']","[u'peopl', u'canada', u'nativ', u'newcom', u'nation', u'descend', u'instruct', u'feder', u'govern', u'reign', u'power', u'canadian', u'nuclear', u'assess', u'agenc', u'permit', u'liquid', u'radioact', u'wast', u'transfer', u'usa', u'citi', u'montreal', u'mohawk', u'peopl', u'mani', u'municip', 'qc', u'unanim', u'spoke', u'resolut', u'see', u'rencontr', u'historiqu', u'vill', 'de', 'al', 'et', u'conseil', u'traditionnel', u'mohawk', u'ismenetoussaint', u'com', u'english', u'scroll', u'french', u'version']"
73,650019872053308_650056005383028,632493333805962_650019872053308,,2017-11-20 10:20:54,0,0,0,0,0,0,0,0,"See what former Japanese PM who had to oversee Fukushima disaster says in French in Paris about urgent need to say no to nuclear energy - RAYMOND-STONE IWAASA, LIAISON SCIENTIFIQUE, CONSEIL TRADITIONNEL KAIENKÈHAKA, (KANADA) cell - -514-622-1443 PAROLES DE PAIX EN TERRE AUTOCHTONE, ÉDITIONS LE JOUR, , MONTRÉAL-PARIS Ouverture, MME. BALVET, ANCIEN PM N. KAN (JAPON) et myself doing borrowed Mohawk opening,",[],['https://www.youtube.com/watch?v=NYDCewnCL6k'],See former Japanese PM oversee Fukushima disaster says French Paris urgent need say nuclear energy RAYMOND STONE IWAASA LIAISON SCIENTIFIQUE CONSEIL TRADITIONNEL HAKA KANADA cell 514 622 1443 PAROLES DE PAIX EN TERRE AUTOCHTONE DITIONS LE JOUR AL PARIS Ouverture MME BALVET ANCIEN PM KAN JAPON et borrowed Mohawk opening,"['See', 'former', 'Japanese', 'PM', 'oversee', 'Fukushima', 'disaster', 'says', 'French', 'Paris', 'urgent', 'need', 'say', 'nuclear', 'energy', 'RAYMOND', 'STONE', 'IWAASA', 'LIAISON', 'SCIENTIFIQUE', 'CONSEIL', 'TRADITIONNEL', 'HAKA', 'KANADA', 'cell', '514', '622', '1443', 'PAROLES', 'DE', 'PAIX', 'EN', 'TERRE', 'AUTOCHTONE', 'DITIONS', 'LE', 'JOUR', 'AL', 'PARIS', 'Ouverture', 'MME', 'BALVET', 'ANCIEN', 'PM', 'KAN', 'JAPON', 'et', 'borrowed', 'Mohawk', 'opening']","[u'see', u'former', u'japanes', 'pm', u'overse', u'fukushima', u'disast', u'say', u'french', u'pari', u'urgent', u'need', u'say', u'nuclear', u'energi', u'raymond', u'stone', u'iwaasa', u'liaison', u'scientifiqu', u'conseil', u'traditionnel', u'haka', u'kanada', u'cell', u'514', u'622', u'1443', u'parol', 'de', u'paix', 'en', u'terr', u'autochton', u'dition', 'le', u'jour', 'al', u'pari', u'ouvertur', u'mme', u'balvet', u'ancien', 'pm', u'kan', u'japon', 'et', u'borrow', u'mohawk', u'open']"
74,648707115517917_650109705377658,632493333805962_648707115517917,,2017-11-20 11:31:32,1,1,0,0,0,0,0,0,Ethan Henry....how amazing is Annie?!!! So proud!,[],[],Ethan Henry amazing Annie proud,"['Ethan', 'Henry', 'amazing', 'Annie', 'proud']","[u'ethan', u'henri', u'amaz', u'anni', u'proud']"
75,648707115517917_651889705199658,632493333805962_648707115517917,,2017-11-23 16:38:13,0,0,0,0,0,0,0,0,Good work .,[],[],Good work,"['Good', 'work']","[u'good', u'work']"
76,647726192282676_647726795615949,632493333805962_647726192282676,,2017-11-16 06:45:50,0,0,0,0,0,0,0,0,Sorry to hear that. I was tuning in from home. Good luck with the event!! 🇨🇦,[],[],Sorry hear tuning home Good luck event,"['Sorry', 'hear', 'tuning', 'home', 'Good', 'luck', 'event']","[u'sorri', u'hear', u'tune', u'home', u'good', u'luck', u'event']"
77,647696102285685_647726098949352,632493333805962_647696102285685,,2017-11-16 06:43:42,0,0,0,0,0,0,0,0,"Apologies. Due to technical difficulties, we can no longer provide live streaming.",[],[],Apologies Due technical difficulties longer provide live streaming,"['Apologies', 'Due', 'technical', 'difficulties', 'longer', 'provide', 'live', 'streaming']","[u'apolog', u'due', u'technic', u'difficulti', u'longer', u'provid', u'live', u'stream']"
78,644353892619906_650127525375876,632493333805962_644353892619906,,2017-11-20 12:11:12,0,0,0,0,0,0,0,0,,[],[],nan,['nan'],[u'nan']
